index, name, code, price, PER, EPS, 최근분기년월, 최근거래량증가비율, 산업평균per, 산업per최대, 산업per최소
84, 부국증권우, A001275, 19250, 0.0, 0, , 0.29281344740902177, 13.55636376323122, 240.66000366210938, 0.0
85, 상상인증권, A001290, 981, 28.020000457763672, 35, 202006, 0.6536101573939479, 13.55636376323122, 240.66000366210938, 0.0
86, 백광산업, A001340, 3405, 12.800000190734863, 266, 202006, 0.13181710727769003, 15.11371899833364, 294.3699951171875, 0.0
87, 삼성제약, A001360, 3865, 0.0, 0, 202006, 0.1398895155251845, 139.9807861552519, 3833.330078125, 0.0
88, SG충방, A001380, 1835, 0.0, 0, 202006, 0.1783244404982626, 11.026393452628714, 172.1699981689453, 0.0
89, KG케미칼, A001390, 20100, 2.009999990463257, 9977, 202006, 0.34423491375474496, 15.11371899833364, 294.3699951171875, 0.0
90, 태원물산, A001420, 3960, 172.1699981689453, 23, 202006, 0.33235342698297365, 11.026393452628714, 172.1699981689453, 0.0
91, 세아베스틸, A001430, 9760, 29.479999542236328, 331, 202006, 0.470015300120886, 94.5701960442113, 3475.0, 0.0
92, 대한전선, A001440, 809, 53.93000030517578, 15, 202006, 0.2074491799043305, 16.02082196327105, 180.38999938964844, 0.0
93, 현대해상, A001450, 22350, 6.559999942779541, 3404, 202006, 0.7408014521145937, 4.9700000286102295, 13.880000114440918, 0.0
94, BYC, A001460, 225500, 6.809999942779541, 33069, 202006, 0.30267239322357437, 7.400769123664269, 54.599998474121094, 0.0
95, BYC우, A001465, 123000, 0.0, 0, , 0.19969436268960833, 7.400769123664269, 54.599998474121094, 0.0
96, 삼부토건, A001470, 1775, 50.709999084472656, 35, 202006, 1.0124234491757291, 7.578055481115977, 50.709999084472656, 0.0
98, 현대차증권, A001500, 10100, 4.809999942779541, 2099, 202006, 0.8783324932983976, 13.55636376323122, 240.66000366210938, 0.0
99, SK증권, A001510, 722, 240.66000366210938, 3, 202006, 0.2444803745748318, 13.55636376323122, 240.66000366210938, 0.0
100, SK증권우, A001515, 5260, 0.0, 0, , 0.06389351382031692, 13.55636376323122, 240.66000366210938, 0.0
101, 동양, A001520, 1085, 180.8300018310547, 6, 202006, 0.3376617769894229, 30.470333592096964, 215.8800048828125, 0.0
102, 동양우, A001525, 7290, 0.0, 0, , 0.6602804218311306, 30.470333592096964, 215.8800048828125, 0.0
103, 동양2우B, A001527, 13350, 0.0, 0, , 0.17779879591844902, 30.470333592096964, 215.8800048828125, 0.0
104, 동양3우B, A001529, 28600, 0.0, 0, , 1.1030826684773385, 30.470333592096964, 215.8800048828125, 0.0
105, DI동일, A001530, 87100, 10.5, 8294, 202006, 0.18665252870175464, 112.82203112542629, 5010.0, 0.0
